item_id,current_price,current_week_sales,dept_id,cat_id,state_id,recent_sales_mean,recent_sales_slope,recent_price_mean,store_id,wm_yr_wk,action,delta_pct,reason,confidence,suggested_price,score
HOUSEHOLD_2_495,5.84,3,HOUSEHOLD_2,HOUSEHOLD,CA,7.0,-1.6,5.839999999999999,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,5.84,0.0
HOUSEHOLD_2_494,5.94,2,HOUSEHOLD_2,HOUSEHOLD,CA,1.5,0.2,5.94,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,5.94,0.0
HOUSEHOLD_2_493,1.94,1,HOUSEHOLD_2,HOUSEHOLD,CA,2.75,-0.7,1.94,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.94,0.0
HOUSEHOLD_2_492,5.92,6,HOUSEHOLD_2,HOUSEHOLD,CA,8.25,-1.3,5.92,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,5.92,0.0
HOUSEHOLD_2_491,6.96,0,HOUSEHOLD_2,HOUSEHOLD,CA,2.25,-0.3,6.96,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,6.96,0.0
HOUSEHOLD_2_490,3.48,2,HOUSEHOLD_2,HOUSEHOLD,CA,7.75,-2.9,3.48,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,3.48,0.0
HOUSEHOLD_2_489,14.47,0,HOUSEHOLD_2,HOUSEHOLD,CA,0.5,-0.6,14.47,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,14.47,0.0
HOUSEHOLD_2_488,4.97,2,HOUSEHOLD_2,HOUSEHOLD,CA,1.75,0.1,4.97,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,4.97,0.0
HOUSEHOLD_2_487,9.98,0,HOUSEHOLD_2,HOUSEHOLD,CA,0.75,-0.1,9.98,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,9.98,0.0
HOUSEHOLD_2_486,5.97,1,HOUSEHOLD_2,HOUSEHOLD,CA,3.0,-1.2,5.97,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,5.97,0.0
HOUSEHOLD_2_485,6.97,3,HOUSEHOLD_2,HOUSEHOLD,CA,3.0,-1.2,6.97,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,6.97,0.0
FOODS_1_042,0.98,15,FOODS_1,FOODS,CA,21.5,-3.2,0.9799999999999999,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_041,2.24,0,FOODS_1,FOODS,CA,6.25,-1.9,2.24,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_040,1.78,5,FOODS_1,FOODS,CA,15.25,-4.3,1.78,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.78,0.0
FOODS_1_039,2.48,1,FOODS_1,FOODS,CA,4.0,-1.4,2.48,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.48,0.0
FOODS_1_038,9.94,1,FOODS_1,FOODS,CA,3.5,-1.6,9.94,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,9.94,0.0
FOODS_1_037,3.48,3,FOODS_1,FOODS,CA,12.0,-3.4,3.48,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,3.48,0.0
FOODS_1_036,1.78,9,FOODS_1,FOODS,CA,14.75,-1.3,1.78,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.78,0.0
FOODS_1_035,2.68,16,FOODS_1,FOODS,CA,7.75,3.9,2.68,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.68,0.0
FOODS_1_034,5.14,0,FOODS_1,FOODS,CA,1.75,-1.1,5.14,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,5.14,0.0
FOODS_1_033,5.64,2,FOODS_1,FOODS,CA,4.5,-0.8,5.64,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,5.64,0.0
FOODS_1_032,0.98,5,FOODS_1,FOODS,CA,9.25,-2.1,0.9799999999999999,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_031,3.54,7,FOODS_1,FOODS,CA,5.0,0.8,3.54,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,3.54,0.0
FOODS_1_030,3.48,2,FOODS_1,FOODS,CA,3.75,0.3,3.48,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,3.48,0.0
FOODS_1_029,4.27,0,FOODS_1,FOODS,CA,1.75,-0.5,4.27,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,4.27,0.0
FOODS_1_028,2.98,0,FOODS_1,FOODS,CA,4.5,1.6,2.98,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.98,0.0
FOODS_1_027,1.96,6,FOODS_1,FOODS,CA,16.25,-5.7,1.9599999999999997,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.96,0.0
FOODS_1_058,1.96,0,FOODS_1,FOODS,CA,0.0,0.0,1.9599999999999997,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.96,0.0
FOODS_1_057,2.24,0,FOODS_1,FOODS,CA,0.0,0.0,2.24,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_056,2.24,0,FOODS_1,FOODS,CA,0.0,0.0,2.24,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_055,4.38,7,FOODS_1,FOODS,CA,12.75,1.1,4.38,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,4.38,0.0
FOODS_1_054,1.98,3,FOODS_1,FOODS,CA,13.0,-4.6,1.98,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.98,0.0
FOODS_1_053,5.14,0,FOODS_1,FOODS,CA,1.5,-0.8,5.14,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,5.14,0.0
FOODS_1_052,0.98,7,FOODS_1,FOODS,CA,13.0,-3.4,0.9799999999999999,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_051,3.87,2,FOODS_1,FOODS,CA,4.75,-2.3,3.87,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,3.87,0.0
FOODS_1_050,5.98,3,FOODS_1,FOODS,CA,6.25,-3.3,5.9799999999999995,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,5.98,0.0
FOODS_1_049,2.24,2,FOODS_1,FOODS,CA,4.75,-1.7,2.24,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_048,5.98,4,FOODS_1,FOODS,CA,4.5,-0.6,5.9799999999999995,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,5.98,0.0
FOODS_1_047,3.54,1,FOODS_1,FOODS,CA,5.0,-1.6,3.54,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,3.54,0.0
FOODS_1_046,0.98,19,FOODS_1,FOODS,CA,45.5,-10.2,0.9799999999999999,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_045,1.78,7,FOODS_1,FOODS,CA,7.75,4.5,1.78,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.78,0.0
FOODS_1_044,2.98,2,FOODS_1,FOODS,CA,5.0,2.2,2.98,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.98,0.0
FOODS_1_043,1.96,0,FOODS_1,FOODS,CA,0.0,0.0,1.9599999999999997,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.96,0.0
FOODS_1_074,2.24,1,FOODS_1,FOODS,CA,9.0,-3.0,2.24,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_073,2.12,1,FOODS_1,FOODS,CA,5.25,-0.3,2.12,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.12,0.0
FOODS_1_072,5.28,3,FOODS_1,FOODS,CA,0.75,0.9,5.28,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,5.28,0.0
FOODS_1_071,2.0,3,FOODS_1,FOODS,CA,4.5,0.0,2.0,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.0,0.0
FOODS_1_070,0.98,0,FOODS_1,FOODS,CA,4.75,-2.3,0.9799999999999999,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_069,2.68,0,FOODS_1,FOODS,CA,7.75,-3.7,2.68,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.68,0.0
FOODS_1_068,3.58,0,FOODS_1,FOODS,CA,0.5,-0.6,3.5800000000000005,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,3.58,0.0
FOODS_1_067,2.0,0,FOODS_1,FOODS,CA,12.5,-3.8,2.0,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.0,0.0
FOODS_1_066,1.36,4,FOODS_1,FOODS,CA,7.5,-1.0,1.36,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.36,0.0
FOODS_1_065,3.54,2,FOODS_1,FOODS,CA,4.5,-1.4,3.54,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,3.54,0.0
FOODS_1_064,2.68,4,FOODS_1,FOODS,CA,6.0,-2.0,2.68,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.68,0.0
FOODS_1_063,2.48,4,FOODS_1,FOODS,CA,5.0,-0.6,2.48,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.48,0.0
FOODS_1_062,4.27,5,FOODS_1,FOODS,CA,5.75,-0.3,4.27,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,4.27,0.0
FOODS_1_061,2.24,2,FOODS_1,FOODS,CA,12.5,-3.0,2.24,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_060,1.68,2,FOODS_1,FOODS,CA,5.25,-1.3,1.68,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.68,0.0
FOODS_1_059,4.89,0,FOODS_1,FOODS,CA,5.5,-4.0,4.89,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,4.89,0.0
FOODS_1_090,3.54,1,FOODS_1,FOODS,CA,5.25,-1.1,3.54,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,3.54,0.0
FOODS_1_089,3.48,4,FOODS_1,FOODS,CA,3.25,0.3,3.48,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,3.48,0.0
FOODS_1_088,5.28,5,FOODS_1,FOODS,CA,6.75,1.5,5.28,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,5.28,0.0
FOODS_1_087,5.64,10,FOODS_1,FOODS,CA,20.0,-6.0,5.64,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,5.64,0.0
FOODS_1_086,1.83,13,FOODS_1,FOODS,CA,32.25,-9.5,1.83,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.83,0.0
FOODS_1_085,0.98,14,FOODS_1,FOODS,CA,48.25,-9.1,0.9799999999999999,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_084,4.58,0,FOODS_1,FOODS,CA,0.0,0.0,4.58,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,4.58,0.0
FOODS_1_083,2.0,2,FOODS_1,FOODS,CA,4.0,0.0,2.0,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.0,0.0
FOODS_1_082,0.98,15,FOODS_1,FOODS,CA,41.25,-6.5,0.9799999999999999,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_081,5.64,2,FOODS_1,FOODS,CA,6.0,-0.2,5.64,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,5.64,0.0
FOODS_1_080,7.58,3,FOODS_1,FOODS,CA,5.75,-1.3,7.58,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,7.58,0.0
FOODS_1_079,4.58,0,FOODS_1,FOODS,CA,0.0,0.0,4.58,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,4.58,0.0
FOODS_1_078,3.48,0,FOODS_1,FOODS,CA,2.75,-1.1,3.48,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,3.48,0.0
FOODS_1_077,3.28,0,FOODS_1,FOODS,CA,1.25,-0.3,3.28,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,3.28,0.0
FOODS_1_076,5.14,3,FOODS_1,FOODS,CA,10.0,-5.2,5.14,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,5.14,0.0
FOODS_1_075,3.54,2,FOODS_1,FOODS,CA,5.25,-2.7,3.54,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,3.54,0.0
FOODS_1_107,4.58,0,FOODS_1,FOODS,CA,0.0,0.0,4.52,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,4.58,0.0
FOODS_1_106,3.54,5,FOODS_1,FOODS,CA,7.75,-0.1,3.54,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,3.54,0.0
FOODS_1_105,1.98,7,FOODS_1,FOODS,CA,9.0,-2.2,1.98,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.98,0.0
FOODS_1_104,3.54,5,FOODS_1,FOODS,CA,10.25,-2.5,3.54,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,3.54,0.0
FOODS_1_103,4.27,4,FOODS_1,FOODS,CA,8.25,-1.5,4.27,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,4.27,0.0
FOODS_1_102,1.78,1,FOODS_1,FOODS,CA,3.25,-2.3,1.78,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.78,0.0
FOODS_1_101,2.0,0,FOODS_1,FOODS,CA,0.0,0.0,2.0,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.0,0.0
FOODS_1_099,0.98,23,FOODS_1,FOODS,CA,50.0,-13.4,0.9799999999999999,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_098,4.58,0,FOODS_1,FOODS,CA,1.0,-0.6,4.58,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,4.58,0.0
FOODS_1_097,0.98,5,FOODS_1,FOODS,CA,11.0,-2.4,0.9799999999999999,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_096,5.74,1,FOODS_1,FOODS,CA,2.75,-0.1,5.74,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,5.74,0.0
FOODS_1_095,3.17,0,FOODS_1,FOODS,CA,0.25,-0.1,3.1699999999999995,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,3.17,0.0
FOODS_1_094,3.54,0,FOODS_1,FOODS,CA,4.0,-0.8,3.54,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,3.54,0.0
FOODS_1_093,5.64,0,FOODS_1,FOODS,CA,2.0,-1.6,5.64,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,5.64,0.0
FOODS_1_092,1.96,2,FOODS_1,FOODS,CA,6.5,-1.4,1.9599999999999997,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.96,0.0
FOODS_1_091,2.24,0,FOODS_1,FOODS,CA,0.0,0.0,2.24,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_123,3.54,1,FOODS_1,FOODS,CA,2.25,-0.3,3.54,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,3.54,0.0
FOODS_1_122,1.98,2,FOODS_1,FOODS,CA,5.75,-2.5,1.98,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.98,0.0
FOODS_1_121,1.5,1,FOODS_1,FOODS,CA,6.25,-0.7,1.5,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.5,0.0
FOODS_1_120,1.96,0,FOODS_1,FOODS,CA,0.0,0.0,1.9599999999999997,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.96,0.0
FOODS_1_119,3.54,0,FOODS_1,FOODS,CA,0.0,0.0,3.54,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,3.54,0.0
FOODS_1_118,0.98,5,FOODS_1,FOODS,CA,8.25,0.1,0.9799999999999999,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_117,2.24,8,FOODS_1,FOODS,CA,9.0,-1.8,2.24,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_116,2.68,6,FOODS_1,FOODS,CA,7.75,-3.1,2.68,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.68,0.0
FOODS_1_115,3.58,0,FOODS_1,FOODS,CA,2.0,-0.8,3.5800000000000005,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,3.58,0.0
FOODS_1_114,3.54,1,FOODS_1,FOODS,CA,3.0,0.2,3.54,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,3.54,0.0
FOODS_1_113,0.98,0,FOODS_1,FOODS,CA,1.75,-1.3,0.9799999999999999,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_112,1.98,11,FOODS_1,FOODS,CA,11.25,-0.7,1.98,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.98,0.0
FOODS_1_111,5.98,1,FOODS_1,FOODS,CA,2.5,-0.8,5.9799999999999995,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,5.98,0.0
FOODS_1_110,1.96,0,FOODS_1,FOODS,CA,0.0,0.0,1.9599999999999997,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.96,0.0
FOODS_1_109,2.24,4,FOODS_1,FOODS,CA,4.5,-1.2,2.24,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_108,2.5,1,FOODS_1,FOODS,CA,9.5,-1.8,2.5,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.5,0.0
FOODS_1_139,0.98,14,FOODS_1,FOODS,CA,25.75,-5.1,0.9799999999999999,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_138,2.68,0,FOODS_1,FOODS,CA,3.5,0.2,2.68,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.68,0.0
FOODS_1_137,2.0,12,FOODS_1,FOODS,CA,4.25,4.1,2.0,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.0,0.0
FOODS_1_136,4.86,1,FOODS_1,FOODS,CA,3.5,0.6,4.86,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,4.86,0.0
FOODS_1_135,2.68,2,FOODS_1,FOODS,CA,3.0,-1.2,2.68,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.68,0.0
FOODS_1_134,1.98,0,FOODS_1,FOODS,CA,1.5,-0.2,1.98,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.98,0.0
FOODS_1_133,3.48,2,FOODS_1,FOODS,CA,4.75,-0.1,3.48,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,3.48,0.0
FOODS_1_132,1.96,1,FOODS_1,FOODS,CA,7.0,-2.0,1.9599999999999997,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.96,0.0
FOODS_1_131,2.98,3,FOODS_1,FOODS,CA,3.75,0.1,2.98,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.98,0.0
FOODS_1_130,1.78,6,FOODS_1,FOODS,CA,13.25,-2.9,1.78,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.78,0.0
FOODS_1_129,5.74,0,FOODS_1,FOODS,CA,6.0,-2.0,5.74,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,5.74,0.0
FOODS_1_128,4.27,5,FOODS_1,FOODS,CA,3.0,0.4,4.27,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,4.27,0.0
FOODS_1_127,2.12,2,FOODS_1,FOODS,CA,4.25,-1.7,2.12,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.12,0.0
FOODS_1_126,2.24,0,FOODS_1,FOODS,CA,0.0,0.0,2.24,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_125,5.28,3,FOODS_1,FOODS,CA,8.25,-3.5,5.28,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,5.28,0.0
FOODS_1_124,2.24,14,FOODS_1,FOODS,CA,8.5,2.4,2.24,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_155,0.98,2,FOODS_1,FOODS,CA,8.75,-3.5,0.9799999999999999,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_154,1.5,3,FOODS_1,FOODS,CA,18.0,-6.6,1.5,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.5,0.0
FOODS_1_153,1.98,8,FOODS_1,FOODS,CA,20.25,-7.5,1.98,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.98,0.0
FOODS_1_152,8.58,5,FOODS_1,FOODS,CA,4.75,0.5,8.58,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,8.58,0.0
FOODS_1_151,11.84,0,FOODS_1,FOODS,CA,1.25,-1.1,11.84,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,11.84,0.0
FOODS_1_150,5.28,1,FOODS_1,FOODS,CA,6.0,-2.8,5.28,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,5.28,0.0
FOODS_1_149,0.98,2,FOODS_1,FOODS,CA,10.5,-3.4,0.9799999999999999,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_148,4.84,0,FOODS_1,FOODS,CA,0.5,-0.2,4.839999999999999,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,4.84,0.0
FOODS_1_147,4.84,0,FOODS_1,FOODS,CA,3.25,-0.7,4.839999999999999,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,4.84,0.0
FOODS_1_146,2.24,1,FOODS_1,FOODS,CA,5.0,-0.6,2.24,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_145,0.98,1,FOODS_1,FOODS,CA,9.5,-3.2,0.9799999999999999,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_144,6.98,4,FOODS_1,FOODS,CA,5.75,-3.1,6.9799999999999995,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,6.98,0.0
FOODS_1_143,2.0,2,FOODS_1,FOODS,CA,6.75,-2.7,2.0,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.0,0.0
FOODS_1_142,1.5,1,FOODS_1,FOODS,CA,7.25,-2.7,1.5,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.5,0.0
FOODS_1_141,3.54,3,FOODS_1,FOODS,CA,4.25,-0.5,3.54,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,3.54,0.0
FOODS_1_140,6.98,0,FOODS_1,FOODS,CA,5.0,0.4,6.9799999999999995,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,6.98,0.0
FOODS_1_172,1.98,6,FOODS_1,FOODS,CA,13.5,-3.6,1.98,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.98,0.0
FOODS_1_171,4.89,0,FOODS_1,FOODS,CA,1.25,-0.7,4.89,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,4.89,0.0
FOODS_1_170,5.64,7,FOODS_1,FOODS,CA,5.0,3.4,5.64,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,5.64,0.0
FOODS_1_169,3.48,1,FOODS_1,FOODS,CA,1.5,-0.2,3.48,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,3.48,0.0
FOODS_1_168,2.24,0,FOODS_1,FOODS,CA,2.0,-0.8,2.24,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_167,4.86,1,FOODS_1,FOODS,CA,3.0,-0.4,4.86,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,4.86,0.0
FOODS_1_166,2.24,6,FOODS_1,FOODS,CA,16.0,-5.6,2.24,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
FOODS_1_164,5.64,1,FOODS_1,FOODS,CA,0.25,0.3,5.58,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,5.64,0.0
FOODS_1_163,0.98,0,FOODS_1,FOODS,CA,4.25,-1.7,0.9799999999999999,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_162,1.96,4,FOODS_1,FOODS,CA,19.0,-3.0,1.9599999999999997,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,1.96,0.0
FOODS_1_161,0.98,4,FOODS_1,FOODS,CA,17.25,-9.3,0.9799999999999999,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,0.98,0.0
FOODS_1_160,2.24,1,FOODS_1,FOODS,CA,3.5,-0.6,2.24,CA_1,11613,hold,0.0,pretrend_fail_hold,0.4,2.24,0.0
